;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;Unnamed: 0.1.1.1;Unnamed: 0.1.1.1.1;Unnamed: 0.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1;precio;Tipo de inmueble;Comuna;Dormitorios;Baños;Servicios;Capacidad;Descripcion;Estacionamiento;Código;Arriendo anterior;Unnamed: 27;Equipamiento Espacios;Unnamed: 38;Unnamed: 40;Unnamed: 42;Unnamed: 46
29;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;29,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;Departamento;La Serena;2 dormitorios;1 baño;Piscina;;"Busco arriendo d departamento por el fin de semana
viernes sábado y domingo en La Serena o Coquimbo";;;;;;;;;WiFi
30;30,0;30,0;30,0;30,0;30,0;30,0;30,0;30,0;30,0;30,0;30,0;30,0;30,0;30,0;30,0;30,0;30,0;30,0;30,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.000;Departamento;La Serena;3 dormitorios;1 baño;;6  personas;"Arriendo por día hermoso departamento, ubicado en
Peñuelas, cerca del casino Enjoy y Mall Vivo.";;;"
								";;;;;;
31;31,0;31,0;31,0;31,0;31,0;31,0;31,0;31,0;31,0;31,0;31,0;31,0;31,0;31,0;31,0;31,0;31,0;31,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.000;Departamento;La Serena;2 dormitorios;1 baño;TV Cable / Satélite;;"Arriendo dpto. La Serena, disponible desde el 28
de Febrero , mínimo 1 semana., sector residencial.";1;;;;;;;;
32;32,0;32,0;32,0;32,0;32,0;32,0;32,0;32,0;32,0;32,0;32,0;32,0;32,0;32,0;32,0;32,0;32,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90.000;Casa;La Serena;3 dormitorios;2 baños;;6  personas;"Cabaña para 6 personas con hermosa vista al Valle,
de 2 pisos totalmente independientes, tinaja tipo
jacuzzi (valor adicional)";4;;;;;;;;
33;33,0;33,0;33,0;33,0;33,0;33,0;33,0;33,0;33,0;33,0;33,0;33,0;33,0;33,0;33,0;33,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.000;Departamento;La Serena;3 dormitorios;1 baño;;6  personas;"Cómodo Departamento de Arriendo Diario Amoblado.
Ubicado en calle 4 esquinas a 1 cuadra de Avda del
Mar, La Serena.";1;;;;;;;;
34;34,0;34,0;34,0;34,0;34,0;34,0;34,0;34,0;34,0;34,0;34,0;34,0;34,0;34,0;34,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250.000;Casa;Vicuña;4 o más dormitorios;3 baños;;14  personas;"Arriendo amplia casa de campo con piscina y
parcela en el Valle de Elqui. 5 acogedoras
habitaciones,living,  comedor, 3 baños,
completamente equipada, 300 mts2 construídos,
5.000 mts2 de terreno,  quincho, horno de barro,
asadera,TV satelital, agua caliente, chimenea,
acceso a río en la misma parcela, gran piscina
para su uso exclusivo. Ideal para vacaciones,
grupos familiares o simplemente desconectarse de
todo en un ambiente absolutamente tranquilo, libre
de ruidos. A una hora de La Serena, cerca de
observatorios astronómicos, pueblos Elquinos:
Paihuano, Rivadavia, Pisco Elqui, Varillar, Termas
del Toro, pisqueras, valles y un sinfín de
destinos turísticos de gran belleza.";5;;;;;;;;
35;35,0;35,0;35,0;35,0;35,0;35,0;35,0;35,0;35,0;35,0;35,0;35,0;35,0;35,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.000;Departamento;La Serena;2 dormitorios;2 baños;Terraza;;"Dpto 2 dormitorios 2 baños. Sector puerta del mar.
Arriendo mínimo 2 noches.";1;;;;;;;;
36;36,0;36,0;36,0;36,0;36,0;36,0;36,0;36,0;36,0;36,0;36,0;36,0;36,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.000;Departamento;La Serena;3 dormitorios;2 baños;;6  personas;"Departamento en La serena, completamente equipado
para 6 personas, en excelente ubicación a 100 mts
de avda del mar y cuatro esquinas. Cuenta con 3
dorm. 2 baños y una gran terraza con vista al mar.
Contactarse al celular +56977758371 vía llamada o
WhatsApp.Disponible para arriendo desde el 01 de
marzo.";;;"
								";;;;;;
37;37,0;37,0;37,0;37,0;37,0;37,0;37,0;37,0;37,0;37,0;37,0;37,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.000;Departamento;La Serena;2 dormitorios;2 baños;Terraza;;"Dpto 2 dormitorios 2 baños. Sector puerta del mar.
Arriendo mínimo 2 noches.";1;;;;;;;;
38;38,0;38,0;38,0;38,0;38,0;38,0;38,0;38,0;38,0;38,0;38,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.000;Departamento;La Serena;3 dormitorios;1 baño;;;"Arriendo diario departamento en la Serena.
Excelente ubicación. A 2 cuadras aprox de la
avenida del mar (playa). Cerca de pub, restaurant,
artesanías, juegos, etc. Completamente equipada
para 5 personas. Tres dormitorios, 1 baño. Tv
cable en living y dormitorio matrimonial.
Estacionamiento. 1er piso. Condominio cerrado.
Conserjería las 24 horas.";141;78278160;;;;;;;
39;39,0;39,0;39,0;39,0;39,0;39,0;39,0;39,0;39,0;39,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.000;Departamento;La Serena;2 dormitorios;2 baños;Terraza;;"Dpto 2 dormitorios 2 baños. Sector puerta del mar.
Arriendo mínimo 2 noches.";1;;;;;;;;
40;40,0;40,0;40,0;40,0;40,0;40,0;40,0;40,0;40,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.000;Departamento;La Serena;3 dormitorios;1 baño;;6  personas;Fechas Disponibles desde el 9 de marzo en adelante;1;;;;;;;;
41;41,0;41,0;41,0;41,0;41,0;41,0;41,0;41,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200.000;Casa;La Serena;4 o más dormitorios;3 baños;Piscina;;"Arriendo hermosa casa en Las Lisitas de
Guanqueros, a sólo 3 cuadras de la playa,
totalmente equipada para 10 personas.";3;;;;;;;;
42;42,0;42,0;42,0;42,0;42,0;42,0;42,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.000;Departamento;La Serena;3 dormitorios;1 baño;;;"Arriendo Departamento en La Serena. Excelente
ubicación. A dos cuadras de la Avenida del Mar,
cerca de pub, restaurant, artesanías, juegos, etc.
Consta de tres dormitorios, completamente equipado
para 5 personas. 1er piso, estacionamiento,
conserjería las 24 horas.";1;;"
								";;;;;;
43;43,0;43,0;43,0;43,0;43,0;43,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.000;Departamento;La Serena;2 dormitorios;3 baños;;5  personas;PUERTAS DEL MAR;1;;;;;;;;
44;44,0;44,0;44,0;44,0;44,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.000;Departamento;Coquimbo;3 dormitorios;2 baños;;5  personas;"Arriendo Espectacular Departamento, a pasos de la
playa, frente a La Herradura con Hermosa Vista";1;;;;;;;;
45;45,0;45,0;45,0;45,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.000;Departamento;La Serena;3 dormitorios;1 baño;;5  personas;"Arriendo por días excelente departamento amoblado
en sector Avenida del Mar de La Serena.";;;"
								";;;;;;
46;46,0;46,0;46,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.000;Departamento;La Serena;2 dormitorios;1 baño;;5  personas;"Arriendo por día hermoso departamento, a pasos del
casino Enyoy y Oulet Vivo, muy cerca de la playa.
Tiene acceso controlado las 24 horas; cuenta con
piscina, ascensores, quinchos y área de juego de
niños.";;;"
								";;;;;;
47;47,0;47,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.000;Departamento;La Serena;3 dormitorios;1 baño;;5  personas;"Se arrienda durante todo el año, Disponible desde
Mayo a Diciembre 2021.";;;"
								";;;;;;
48;48,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.000;Departamento;La Serena;2 dormitorios;2 baños;;4  personas;"DISPONIBILIDAD A  PARTIR DEL DÍA  SÁBADO 05 DE
JUNIO";;;"
								";;;;;;
49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.000;Departamento;La Serena;3 dormitorios;1 baño;;5  personas;"Arriendo departamento por días, para 5 personas,
desde enero a diciembre de 2021, impecable y
cómodo departamento, ubicado en el primer piso, en
calle Regimiento Arica Nª 6069, Condominio Valle
del Elqui, La Serena.";1;;;;;;;;
